DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,Potassium,,Dissolved,2.74,mg/L,,,0.02,mg/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,FWI-DFO Potassium by Atomic Absorption,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,"Silica, reactive",as SiO2,Total,0.09,ug/L,,,0.002,ug/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,FWI-DFO Soluble Reactive Silicon,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,Silicon,,Suspended,,ug/L,,Not Reported,,ug/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,Sodium,as Na,"Filtered, field",16.3,mg/L,,,0.02,mg/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,FWI-DFO Sodium by Atomic Absorption,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,Soluble Reactive Phosphorus (SRP),,"Filtered, field",1,ug/L,,,1,ug/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,FWI-DFO Soluble Reactive Phosphorous,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,Sulfate,as SO4,Dissolved,26.16,mg/L,,,0.02,mg/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,FWI-DFO sulfate,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,"Total Nitrogen, mixed forms",,Dissolved,370,ug/L,,,5,ug/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,FWI-DFO Total Dissolved Nitrogen,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,Total Particulate Carbon,,Suspended,7070,ug/L,,,7,ug/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,Total Particulate Nitrogen,,Non-Filterable (Particle),1266,ug/L,,,1,ug/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,Total Particulate Phosphorus,,Non-Filterable (Particle),91,ug/L,,,1,ug/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,FWI-DFO Particulate Phosphorus,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,"Total Phosphorus, mixed forms",,Dissolved,11,ug/L,,,1,ug/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,FWI-DFO Total Dissolved Phosphorus,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,Total suspended solids,,Non-Filterable (Particle),,mg/L,,Not Reported,0.02,mg/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,FWI_CCGS_Namao-DFO Total Suspended Solids/Loss of Ignition/Trypton,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61662,-97.96626,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,13:46:00,,,0,m,,Total suspended solids,,Non-Filterable (Particle),,mg/L,,Not Reported,0.02,mg/L,Method Detection Level,Final,W1492-1500 SPECIAL 2 = SUSPENDED SILICON (ug/l). W1492-1500 TSS AND SPECIAL 1...NO SAMPLES.,,,FWI-DFO Particulate Solids,,,,FWI,W_1492
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,"Alkalinity, total",,Dissolved,2000,ueq/L,,,3.4,ueq/L,Method Detection Level,Final,,,,,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Ammonia,as NH4,"Filtered, field",,ug/L,,Below Detection/Quantification Limit,2.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Ammonia-Nitrogen,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Calcium,,Dissolved,28.3,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Calcium by Atomic Absorption,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Chloride,as Cl,"Filtered, field",16.41,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Chloride,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Chlorophyll a,,Total,24.23,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Gross Fluorescence,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Chlorophyll a,,,21.49,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Liquid Chromatography,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Conductivity,,Total,312,uS/cm,,,0.5,uS/cm,Method Detection Level,Final,,,,FWI-DFO Specific Contuctance,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Inorganic carbon,,Dissolved,1985,umol/L,,,10,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Inorganic Carbon,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Iron,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Iron by Atomic Absorption,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Magnesium,,Dissolved,11.9,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Magnesium by Atomic Absorption,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Manganese,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Manganese by Atomic Absorption,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Nitrate,as NO3,"Filtered, field",,ug/L,,Below Detection/Quantification Limit,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Nitrite,as NO2,"Filtered, field",,ug/L,,Below Detection/Quantification Limit,0.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Organic carbon,,Dissolved,655,umol/L,,,13,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Organic Carbon,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,pH,,,8.47,None,,,0.004,None,Method Detection Level,Final,,,,FWI-DFO Hydrogen Ion Concentration - pH,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Potassium,,Dissolved,2.71,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Potassium by Atomic Absorption,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,"Silica, reactive",as SiO2,Total,0.11,ug/L,,,0.002,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Silicon,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Silicon,,Suspended,,ug/L,,Not Reported,,ug/L,Method Detection Level,Final,,,,,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Sodium,as Na,"Filtered, field",16.6,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Sodium by Atomic Absorption,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Soluble Reactive Phosphorus (SRP),,"Filtered, field",1,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Phosphorous,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Sulfate,as SO4,Dissolved,26.17,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO sulfate,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,"Total Nitrogen, mixed forms",,Dissolved,380,ug/L,,,5,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Nitrogen,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Total Particulate Carbon,,Suspended,3450,ug/L,,,7,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Total Particulate Nitrogen,,Non-Filterable (Particle),603,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Total Particulate Phosphorus,,Non-Filterable (Particle),42,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Phosphorus,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,"Total Phosphorus, mixed forms",,Dissolved,11,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Phosphorus,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Total suspended solids,,Non-Filterable (Particle),,mg/L,,Not Reported,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Particulate Solids,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,21,North Basin 21,53.41228,-97.90826,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,15:53:00,,,0,m,,Total suspended solids,,Non-Filterable (Particle),,mg/L,,Not Reported,0.02,mg/L,Method Detection Level,Final,,,,FWI_CCGS_Namao-DFO Total Suspended Solids/Loss of Ignition/Trypton,,,,FWI,W_1495
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,"Alkalinity, total",,Dissolved,1970,ueq/L,,,3.4,ueq/L,Method Detection Level,Final,,,,,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Ammonia,as NH4,"Filtered, field",9,ug/L,,,2.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Ammonia-Nitrogen,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Calcium,,Dissolved,28.1,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Calcium by Atomic Absorption,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Chloride,as Cl,"Filtered, field",14.81,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Chloride,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Chlorophyll a,,Total,77.38,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Gross Fluorescence,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Chlorophyll a,,,66.72,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Liquid Chromatography,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Conductivity,,Total,300,uS/cm,,,0.5,uS/cm,Method Detection Level,Final,,,,FWI-DFO Specific Contuctance,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Inorganic carbon,,Dissolved,1911,umol/L,,,10,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Inorganic Carbon,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Iron,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Iron by Atomic Absorption,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Magnesium,,Dissolved,11.5,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Magnesium by Atomic Absorption,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Manganese,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Manganese by Atomic Absorption,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Nitrate,as NO3,"Filtered, field",5,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Nitrite,as NO2,"Filtered, field",,ug/L,,Below Detection/Quantification Limit,0.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Organic carbon,,Dissolved,709,umol/L,,,13,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Organic Carbon,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,pH,,,8.3,None,,,0.004,None,Method Detection Level,Final,,,,FWI-DFO Hydrogen Ion Concentration - pH,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Potassium,,Dissolved,2.69,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Potassium by Atomic Absorption,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,"Silica, reactive",as SiO2,Total,0.07,ug/L,,,0.002,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Silicon,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Silicon,,Suspended,,ug/L,,Not Reported,,ug/L,Method Detection Level,Final,,,,,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Sodium,as Na,"Filtered, field",15.5,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Sodium by Atomic Absorption,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Soluble Reactive Phosphorus (SRP),,"Filtered, field",1,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Phosphorous,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Sulfate,as SO4,Dissolved,23.47,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO sulfate,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,"Total Nitrogen, mixed forms",,Dissolved,420,ug/L,,,5,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Nitrogen,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Total Particulate Carbon,,Suspended,5950,ug/L,,,7,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Total Particulate Nitrogen,,Non-Filterable (Particle),1097,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Total Particulate Phosphorus,,Non-Filterable (Particle),33,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Phosphorus,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,"Total Phosphorus, mixed forms",,Dissolved,12,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Phosphorus,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Total suspended solids,,Non-Filterable (Particle),,mg/L,,Not Reported,0.02,mg/L,Method Detection Level,Final,,,,FWI_CCGS_Namao-DFO Total Suspended Solids/Loss of Ignition/Trypton,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,20,North Basin 20,53.20031,-97.63365,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,9/30/2004,18:16:00,,,0,m,,Total suspended solids,,Non-Filterable (Particle),,mg/L,,Not Reported,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Particulate Solids,,,,FWI,W_1498
Lake Winnipeg Chemistry data from 2002 to 2004,19,North Basin 19,53.02503,-97.70096,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,10/6/2004,10:26:00,,,0,m,,"Alkalinity, total",,Dissolved,1520,ueq/L,,,3.4,ueq/L,Method Detection Level,Final,"W778-87 SPECIAL 2 = SUSPENDED SI (ug/l). W778-87 SPEC1 = TRYPTON mg/L (TSS FILTER, 16 HOURS @ 500 C).",,,,,,,FWI,W_778
